GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000224903	17	11	6	10	7	0	742
ENSG00000224904	0	0	0	0	0	0	2637
ENSG00000224905	51	28	0	25	3	17	1770
ENSG00000224906	0	1	0	0	0	3	355
ENSG00000224907	0	0	1	0	0	1	479
ENSG00000224908	0	0	0	0	4	6	251
ENSG00000224910	1	0	0	0	0	0	362
ENSG00000224911	0	0	0	0	0	0	504
ENSG00000224914	129	254	267	83	116	249	3287
ENSG00000224916	0	0	0	0	0	0	1829
ENSG00000224917	0	0	0	0	0	0	700
ENSG00000224918	0	0	0	0	0	0	399
ENSG00000224919	0	0	0	0	0	0	234
ENSG00000224920	0	0	0	0	0	0	1454
ENSG00000224922	0	0	0	0	0	0	458
ENSG00000224924	0	0	0	0	0	0	2325
ENSG00000224927	0	0	0	0	0	0	357
ENSG00000224928	38	0	0	4	0	0	650
ENSG00000224930	0	0	0	0	0	52	734
ENSG00000224931	0	0	0	0	0	0	2010
ENSG00000224932	0	0	0	0	0	0	735
ENSG00000224933	0	0	0	0	0	0	277
ENSG00000224934	26	53	61	26	21	100	2998
ENSG00000224935	0	0	0	0	0	0	561
ENSG00000224936	0	1	0	0	0	6	1370
ENSG00000224937	0	0	0	0	0	0	217
ENSG00000224939	0	0	1	15	1	23	2270
ENSG00000224940	890	598	357	12	0	0	3683
ENSG00000224942	0	0	0	0	0	0	1226
ENSG00000224943	0	0	0	0	0	0	853
ENSG00000224944	0	0	0	0	0	0	733
ENSG00000224945	3	1	28	78	28	55	1038
ENSG00000224946	0	0	0	0	0	0	258
ENSG00000224947	0	0	0	0	0	0	738
ENSG00000224948	0	0	0	0	0	0	294
ENSG00000224949	0	0	0	0	0	0	288
ENSG00000224950	6	5	45	31	33	13	2295
ENSG00000224953	0	0	0	0	0	0	219
ENSG00000224955	0	0	0	0	0	0	625
ENSG00000224956	114	103	179	170	113	134	1236
ENSG00000224957	4	0	0	0	0	0	4075
ENSG00000224958	0	0	0	0	0	0	604
ENSG00000224959	2	0	5	1	2	36	881
ENSG00000224960	0	0	0	0	0	0	2493
ENSG00000224961	0	0	0	0	0	0	438
ENSG00000224962	0	0	0	0	0	0	529
ENSG00000224963	0	0	0	0	0	0	700
ENSG00000224964	0	0	0	0	0	0	321
ENSG00000224965	130	101	1	0	10	0	748
ENSG00000224966	0	0	1	0	0	0	962
ENSG00000224967	0	0	1	0	0	2	352
ENSG00000224968	0	0	0	0	0	0	491
ENSG00000224969	31	23	5	3	16	7	471
ENSG00000224970	0	0	0	0	0	0	241
ENSG00000224971	0	2	0	0	1	0	288
ENSG00000224972	0	0	3	1	0	0	553
ENSG00000224973	0	0	0	0	0	0	2929
ENSG00000224975	61	67	87	56	36	36	945
ENSG00000224976	0	0	0	0	1	0	3326
ENSG00000224977	0	0	2	0	0	0	335
ENSG00000224978	0	0	0	0	0	0	335
ENSG00000224980	0	0	0	0	0	0	433
ENSG00000224981	0	0	0	0	0	0	1766
ENSG00000224982	1	0	0	0	0	0	1638
ENSG00000224984	0	0	0	0	1	24	586
ENSG00000224985	0	1	3	0	1	0	379
ENSG00000224986	0	0	5	0	0	0	1044
ENSG00000224987	0	0	0	0	0	0	274
ENSG00000224988	3	3	0	0	0	0	341
ENSG00000224989	0	0	0	0	0	0	906
ENSG00000224992	0	0	1	1	4	0	531
ENSG00000224993	1	4	0	8	1	0	468
ENSG00000224995	1	0	0	0	0	0	520
ENSG00000224997	10	27	71	58	48	76	1543
ENSG00000224999	1	0	7	0	0	4	866
ENSG00000225000	0	0	0	0	0	0	546
ENSG00000225002	0	0	0	0	0	0	456
ENSG00000225003	0	0	0	0	0	0	942
ENSG00000225005	0	0	0	0	0	0	1107
ENSG00000225006	0	0	0	0	0	0	746
ENSG00000225007	0	0	0	0	0	0	287
ENSG00000225008	0	0	0	0	0	0	994
ENSG00000225010	0	0	0	0	0	0	404
ENSG00000225011	0	0	0	0	0	0	349
ENSG00000225012	0	0	0	0	0	0	469
ENSG00000225014	4	0	1	0	0	0	1167
ENSG00000225015	0	0	4	1	3	0	733
ENSG00000225016	0	0	0	0	0	0	219
ENSG00000225017	0	1	0	0	0	0	2205
ENSG00000225018	0	0	0	0	0	0	287
ENSG00000225022	1	14	23	18	10	32	444
ENSG00000225024	0	0	0	0	0	0	292
ENSG00000225025	0	0	0	0	0	0	1279
ENSG00000225026	0	0	1	0	0	0	272
ENSG00000225027	0	0	0	0	0	0	294
ENSG00000225028	0	1	0	0	2	0	1807
ENSG00000225030	1	0	1	14	10	0	237
ENSG00000225031	11	47	63	5	28	51	1813
ENSG00000225032	20	3	139	4	0	94	2247
ENSG00000225036	0	0	0	0	0	0	828
ENSG00000225037	0	1	4	0	1	0	378
ENSG00000225039	0	0	1	2	0	0	448
ENSG00000225043	1	0	0	0	0	0	482
ENSG00000225044	0	0	0	0	0	0	357
ENSG00000225045	0	0	0	0	0	0	1720
ENSG00000225046	0	0	0	0	0	0	213
ENSG00000225049	0	0	0	0	0	0	189
ENSG00000225050	0	0	0	0	0	0	386
ENSG00000225051	1	0	0	0	0	0	838
ENSG00000225053	0	0	0	0	0	0	933
ENSG00000225055	0	0	0	0	0	0	765
ENSG00000225056	0	0	0	0	0	0	436
ENSG00000225057	0	0	8	0	1	1	3890
ENSG00000225058	0	0	0	0	0	0	427
ENSG00000225062	0	0	0	0	0	0	775
ENSG00000225063	0	1	0	0	1	0	686
ENSG00000225064	0	0	0	0	0	0	523
ENSG00000225066	0	1	0	0	0	0	1475
ENSG00000225067	1	2	19	2	2	5	468
ENSG00000225069	0	0	0	0	0	0	824
ENSG00000225070	0	0	0	0	0	0	779
ENSG00000225071	3	4	10	0	0	16	348
ENSG00000225072	0	0	0	0	0	0	957
ENSG00000225075	4	18	15	5	2	24	449
ENSG00000225076	0	0	0	0	0	0	578
ENSG00000225077	126	109	36	94	88	19	1685
ENSG00000225078	0	0	0	0	0	4	858
ENSG00000225079	0	0	0	0	0	0	520
ENSG00000225080	0	1	1	0	0	1	402
ENSG00000225082	0	0	2	0	0	0	278
ENSG00000225083	8	3	12	15	2	6	1177
ENSG00000225084	6	0	0	0	0	0	710
ENSG00000225085	0	0	0	0	0	0	455
ENSG00000225087	5	2	0	0	0	10	499
ENSG00000225091	17	18	13	29	22	39	134
ENSG00000225092	0	0	0	0	1	2	1676
ENSG00000225093	1	13	28	9	8	1	1212
ENSG00000225094	0	1	0	0	1	4	852
ENSG00000225096	82	43	10	1	0	4	301
ENSG00000225098	11	0	0	0	0	0	691
ENSG00000225099	0	0	1	0	0	0	681
ENSG00000225100	0	0	0	0	0	0	331
ENSG00000225101	0	0	0	6	0	0	1081
ENSG00000225102	0	0	0	0	0	0	276
ENSG00000225105	0	0	0	0	0	0	302
ENSG00000225106	0	0	0	0	0	0	1354
ENSG00000225107	0	0	0	0	0	0	833
ENSG00000225108	0	0	2	2	4	0	1456
ENSG00000225110	0	0	0	0	0	0	1960
ENSG00000225111	1	0	1	0	0	0	469
ENSG00000225112	0	0	0	0	0	0	373
ENSG00000225113	7	5	9	6	3	4	596
ENSG00000225116	0	0	0	0	0	0	268
ENSG00000225117	0	0	0	0	0	2	1215
ENSG00000225118	0	0	0	0	0	0	198
ENSG00000225119	28	28	92	11	2	53	992
ENSG00000225121	0	0	0	0	0	0	548
ENSG00000225122	0	0	0	0	0	0	664
ENSG00000225123	0	0	0	0	0	0	228
ENSG00000225124	0	0	0	0	0	0	458
ENSG00000225125	0	21	51	0	0	0	655
ENSG00000225126	0	0	0	0	0	0	361
ENSG00000225127	0	2	0	0	0	0	1735
ENSG00000225128	0	0	0	0	0	0	813
ENSG00000225129	0	0	0	0	0	0	593
ENSG00000225131	10	12	35	42	25	34	702
ENSG00000225133	1	0	0	0	0	0	976
ENSG00000225135	113	74	82	81	160	91	1477
ENSG00000225136	0	0	0	0	0	0	426
ENSG00000225137	6	8	9	30	33	43	1838
ENSG00000225138	405	327	1596	330	282	20	4302
ENSG00000225140	5	4	0	1	0	6	1657
ENSG00000225142	0	0	0	0	0	0	436
ENSG00000225144	0	0	0	0	0	0	414
ENSG00000225146	3	0	0	0	0	0	535
ENSG00000225147	0	0	1	0	0	0	377
ENSG00000225148	0	0	0	0	0	0	786
ENSG00000225151	468	963	484	320	287	220	5378
ENSG00000225152	0	0	1	0	0	0	416
ENSG00000225154	0	0	0	0	0	0	1202
ENSG00000225155	0	0	0	0	0	0	439
ENSG00000225156	14	14	12	0	0	0	2685
ENSG00000225157	0	0	0	1	0	0	303
ENSG00000225158	0	0	0	0	0	0	238
ENSG00000225159	29	49	53	18	17	117	867
ENSG00000225163	9	1	24	0	0	10	448
ENSG00000225165	0	0	0	0	0	0	644
ENSG00000225166	0	0	0	0	0	0	825
ENSG00000225167	0	0	0	0	0	0	295
ENSG00000225169	4	0	0	1	0	0	378
ENSG00000225170	0	0	0	0	0	0	1403
ENSG00000225171	8	0	23	11	0	6	462
ENSG00000225172	0	0	0	0	0	0	1079
ENSG00000225173	33	20	34	44	30	0	709
ENSG00000225174	0	0	0	0	0	0	3452
ENSG00000225175	0	0	0	0	0	0	1344
ENSG00000225176	0	0	0	0	0	0	307
ENSG00000225177	321	106	77	61	38	16	1220
ENSG00000225178	0	0	6	0	0	0	886
ENSG00000225179	0	0	0	0	0	0	744
ENSG00000225180	1	6	16	0	0	0	1803
ENSG00000225181	0	0	0	0	0	0	519
ENSG00000225182	0	0	0	0	0	0	383
ENSG00000225183	0	0	0	1	4	0	238
ENSG00000225185	0	0	0	0	0	0	492
ENSG00000225187	0	0	63	5	0	1	860
ENSG00000225189	0	0	0	0	0	0	198
ENSG00000225190	814	922	1466	1296	1113	1317	9233
ENSG00000225191	0	0	0	0	0	0	1240
ENSG00000225192	5	0	3	0	0	0	1834
ENSG00000225193	0	1	8	2	1	13	396
ENSG00000225194	0	1	8	0	0	0	2306
ENSG00000225195	0	0	0	0	0	0	281
ENSG00000225196	0	0	0	0	0	0	316
ENSG00000225198	0	0	0	0	0	0	1300
ENSG00000225200	17	36	48	9	16	81	627
ENSG00000225203	0	0	0	7	0	0	425
ENSG00000225205	11	3	27	21	9	252	2447
ENSG00000225206	0	0	0	0	0	1230	4746
ENSG00000225208	0	0	0	0	0	0	382
ENSG00000225209	0	0	0	0	0	0	510
ENSG00000225210	1185	1516	122	984	572	902	12134
ENSG00000225212	0	0	0	0	0	0	839
ENSG00000225213	12	0	8	4	0	20	697
ENSG00000225214	0	1	0	0	0	0	507
ENSG00000225215	0	0	0	0	0	0	1186
ENSG00000225216	0	0	0	0	0	12	923
ENSG00000225217	0	0	1	0	0	0	1927
ENSG00000225218	43	22	45	19	21	27	285
ENSG00000225221	0	0	0	0	0	0	264
ENSG00000225222	0	0	0	0	0	0	427
ENSG00000225224	0	1	7	4	1	0	465
ENSG00000225225	0	0	0	0	0	0	531
ENSG00000225226	0	0	0	0	0	0	813
ENSG00000225230	1	8	1	4	0	1	914
ENSG00000225231	0	0	0	0	0	6	979
ENSG00000225233	0	0	0	0	0	0	440
ENSG00000225234	26	5	12	13	21	16	908
ENSG00000225235	3	4	0	0	0	0	398
ENSG00000225236	0	0	0	0	0	0	681
ENSG00000225238	0	0	0	0	0	0	390
ENSG00000225239	0	0	0	0	0	0	460
ENSG00000225240	0	0	1	0	0	0	60
ENSG00000225241	500	544	1079	374	383	1122	7729
ENSG00000225242	0	0	0	0	0	0	235
ENSG00000225243	0	0	1	0	0	0	796
ENSG00000225244	0	0	0	0	0	0	544
ENSG00000225246	0	0	4	0	0	0	821
ENSG00000225249	0	0	0	0	0	0	481
ENSG00000225251	0	0	0	0	0	0	775
ENSG00000225253	0	0	0	0	0	0	369
ENSG00000225254	0	0	4	0	0	0	1289
ENSG00000225255	20	13	0	3	3	0	855
ENSG00000225256	0	0	0	0	0	0	308
ENSG00000225258	0	0	0	0	0	34	562
ENSG00000225259	0	22	26	6	22	27	1114
ENSG00000225261	8	0	29	1	0	0	1167
ENSG00000225263	0	0	0	0	0	0	479
ENSG00000225264	4	14	18	8	14	12	887
ENSG00000225265	25	22	25	35	33	47	1450
ENSG00000225267	0	0	0	0	0	0	502
ENSG00000225269	0	0	6	0	0	27	1745
ENSG00000225270	0	0	0	0	0	0	843
ENSG00000225271	0	0	0	0	0	0	2081
ENSG00000225272	1	0	0	0	0	0	472
ENSG00000225273	3	3	2	0	0	8	1862
ENSG00000225275	0	0	0	0	0	0	282
ENSG00000225276	0	0	0	0	0	0	573
ENSG00000225278	4	4	0	8	3	0	2264
ENSG00000225279	0	0	8	0	0	0	645
ENSG00000225280	4	2	0	0	0	0	615
ENSG00000225282	0	0	0	3	0	10	1763
ENSG00000225284	0	0	0	0	0	0	550
ENSG00000225285	44	57	122	92	52	4	851
ENSG00000225286	0	0	0	0	0	0	792
ENSG00000225287	0	0	0	0	0	0	1232
ENSG00000225289	0	0	0	0	0	0	423
ENSG00000225292	0	4	77	0	0	0	315
ENSG00000225293	0	0	0	0	0	0	604
ENSG00000225294	0	2	8	0	0	0	444
ENSG00000225295	0	0	0	0	1	0	1366
ENSG00000225297	0	0	0	0	0	0	185
ENSG00000225298	0	0	0	6	0	0	611
ENSG00000225299	0	0	0	0	0	0	505
ENSG00000225300	0	1	0	0	0	0	1960
ENSG00000225302	0	0	33	0	2	0	772
ENSG00000225303	0	0	0	0	0	0	373
ENSG00000225304	0	0	0	0	0	0	698
ENSG00000225308	0	0	0	0	0	0	1216
ENSG00000225310	0	0	0	0	0	0	345
ENSG00000225311	0	0	0	0	0	0	501
ENSG00000225313	20	14	47	5	5	41	1082
ENSG00000225314	0	0	0	0	0	0	401
ENSG00000225315	0	1	0	0	0	0	454
ENSG00000225316	0	0	0	0	0	0	422
ENSG00000225321	0	0	0	0	0	0	504
ENSG00000225322	0	0	0	0	0	0	150
ENSG00000225323	0	0	0	0	0	0	372
ENSG00000225325	0	0	0	0	0	0	810
ENSG00000225326	0	0	0	0	0	0	485
ENSG00000225327	0	0	0	0	0	0	1593
ENSG00000225328	0	0	0	14	2	0	611
ENSG00000225329	0	3	0	0	0	0	640
ENSG00000225330	0	0	0	0	0	0	544
ENSG00000225331	0	6	56	0	7	22	867
ENSG00000225333	0	0	0	0	0	0	568
ENSG00000225334	0	0	0	0	0	0	423
ENSG00000225335	23	12	25	41	46	34	2235
ENSG00000225336	0	0	0	0	0	0	573
ENSG00000225337	0	0	0	0	0	0	416
ENSG00000225338	9	0	0	1	1	1	468
ENSG00000225339	0	0	0	0	0	0	7090
ENSG00000225341	0	0	0	0	0	0	727
ENSG00000225342	0	0	0	0	0	0	585
ENSG00000225343	0	0	0	0	0	0	466
ENSG00000225344	0	0	0	0	0	0	895
ENSG00000225345	26	31	128	0	0	183	1952
ENSG00000225347	0	0	14	0	0	0	898
ENSG00000225349	0	0	0	0	0	0	533
ENSG00000225350	4	0	0	0	0	0	465
ENSG00000225352	0	0	0	0	0	0	348
ENSG00000225353	0	0	2	0	0	0	1053
ENSG00000225354	0	0	0	0	0	0	790
ENSG00000225355	0	0	0	0	1	0	563
ENSG00000225356	0	0	0	1	0	0	342
ENSG00000225357	0	9	7	0	0	6	906
ENSG00000225358	0	0	0	0	0	0	2027
ENSG00000225359	0	0	0	0	0	0	532
ENSG00000225360	0	0	0	0	0	0	472
ENSG00000225361	214	114	123	280	247	117	3750
ENSG00000225362	1	0	11	0	0	134	2849
ENSG00000225364	0	0	2	0	0	0	226
ENSG00000225365	0	0	0	0	0	0	589
ENSG00000225366	0	0	0	0	0	0	2710
ENSG00000225369	0	0	0	0	0	0	840
ENSG00000225370	0	0	0	0	0	0	579
ENSG00000225371	0	0	3	0	0	0	2813
ENSG00000225373	110	123	502	138	115	40	6589
ENSG00000225376	4	0	1	1	8	0	860
ENSG00000225377	51	65	120	125	28	9	875
ENSG00000225378	0	0	0	0	0	0	567
ENSG00000225380	0	0	0	0	0	0	328
ENSG00000225381	0	0	0	0	0	0	608
ENSG00000225383	0	0	0	94	88	128	781
ENSG00000225384	0	0	0	0	0	0	553
ENSG00000225385	4	2	18	0	0	5	417
ENSG00000225386	0	0	0	0	0	0	454
ENSG00000225387	0	0	0	0	0	0	491
ENSG00000225391	0	0	0	0	0	0	1357
ENSG00000225392	0	0	0	0	0	2	312
ENSG00000225393	2	11	0	0	0	0	553
ENSG00000225394	0	0	0	0	0	0	562
ENSG00000225396	0	0	0	0	0	0	463
ENSG00000225397	0	0	0	0	0	0	187
ENSG00000225398	0	1	0	0	0	0	496
ENSG00000225399	0	0	0	0	0	0	1227
ENSG00000225400	3	0	1	0	0	0	651
ENSG00000225401	0	1	0	0	0	0	685
ENSG00000225402	0	0	0	0	0	0	1047
ENSG00000225404	0	0	0	0	0	0	451
ENSG00000225405	0	0	1	0	0	1	390
ENSG00000225406	0	3	0	1	4	5	684
ENSG00000225407	0	0	4	0	0	0	600
ENSG00000225408	0	0	0	0	0	0	543
ENSG00000225410	0	0	0	0	0	0	183
ENSG00000225411	6	2	5	3	0	10	2878
ENSG00000225413	4	0	0	0	0	0	477
ENSG00000225414	0	0	0	0	0	0	360
ENSG00000225415	0	0	0	0	0	0	1119
ENSG00000225416	2	0	0	0	1	0	319
ENSG00000225417	0	0	0	0	0	0	282
ENSG00000225418	0	0	0	0	0	0	609
ENSG00000225419	1	1	4	3	1	0	478
ENSG00000225420	0	0	0	0	0	0	1747
ENSG00000225421	0	0	0	0	0	0	504
ENSG00000225422	7	1	0	0	5	10	1156
ENSG00000225423	0	1	0	1	0	0	1138
ENSG00000225424	0	0	0	0	0	0	475
ENSG00000225427	0	0	0	0	0	0	376
ENSG00000225428	0	0	0	0	0	0	363
ENSG00000225431	0	0	0	37	0	4	1775
ENSG00000225433	0	0	0	0	0	0	156
ENSG00000225434	35	27	29	0	1	44	2458
ENSG00000225437	0	0	0	0	0	0	1542
ENSG00000225438	0	0	8	0	0	0	1293
ENSG00000225439	195	227	22	93	112	19	1834
ENSG00000225442	0	0	1	2	0	14	1058
ENSG00000225443	0	0	0	0	0	0	308
ENSG00000225444	0	1	0	0	0	0	604
ENSG00000225446	6	1	0	0	0	0	580
ENSG00000225447	0	0	4	1	1	0	382
ENSG00000225448	0	0	0	0	0	0	217
ENSG00000225449	68	23	12	0	0	0	2456
ENSG00000225450	0	0	3	1	0	2	500
ENSG00000225451	0	0	0	0	0	0	1010
ENSG00000225455	0	0	0	0	0	0	473
ENSG00000225457	1	0	0	0	0	0	1084
ENSG00000225458	0	0	0	0	0	0	594
ENSG00000225460	0	0	0	0	0	0	456
ENSG00000225462	0	0	0	0	0	0	1071
ENSG00000225463	0	0	0	0	0	0	624
ENSG00000225465	2	0	1	0	0	0	5976
ENSG00000225466	0	0	0	0	0	0	1433
ENSG00000225469	0	0	0	0	0	0	1124
ENSG00000225470	1601	1258	381	1578	1501	1444	4427
ENSG00000225471	5	15	6	0	0	30	2269
ENSG00000225472	0	3	0	0	0	0	1054
ENSG00000225473	0	0	0	0	0	0	1046
ENSG00000225475	4	1	17	1	0	4	141
ENSG00000225476	0	0	0	0	0	0	714
ENSG00000225477	0	0	0	0	0	0	1429
ENSG00000225478	0	0	0	0	0	0	223
ENSG00000225479	0	0	2	0	0	0	558
ENSG00000225480	0	0	0	0	0	0	102
ENSG00000225482	0	0	0	0	0	0	719
ENSG00000225483	0	0	0	0	0	1	390
ENSG00000225484	101	137	72	188	89	334	1756
ENSG00000225485	317	145	2923	1573	1562	10599	8014
ENSG00000225486	0	0	3	0	0	0	353
ENSG00000225487	0	0	0	0	0	0	312
ENSG00000225488	0	0	0	0	0	0	673
ENSG00000225489	12	1	114	93	38	19	2327
ENSG00000225490	1	2	0	0	0	0	553
ENSG00000225491	0	0	0	0	0	0	207
ENSG00000225492	107	37	1	10	0	30	2352
ENSG00000225493	0	0	5	0	0	10	1975
ENSG00000225496	0	10	0	0	0	0	735
ENSG00000225497	0	0	0	0	0	0	457
ENSG00000225498	0	0	1	1	0	0	733
ENSG00000225499	0	0	1	0	0	0	580
ENSG00000225501	0	0	0	0	0	0	225
ENSG00000225502	0	0	0	0	0	0	962
ENSG00000225505	0	0	1	0	0	0	797
ENSG00000225506	11	1	7	5	8	26	921
ENSG00000225507	136	94	139	63	57	83	526
ENSG00000225508	0	0	0	0	0	0	287
ENSG00000225509	0	0	0	0	4	0	1841
ENSG00000225510	0	0	0	0	0	0	2432
ENSG00000225511	1	8	2	9	15	0	3858
ENSG00000225513	0	0	1	4	11	6	450
ENSG00000225514	0	0	4	0	0	4	671
ENSG00000225516	0	0	0	0	0	0	972
ENSG00000225518	129	70	34	46	22	12	821
ENSG00000225519	0	0	0	0	0	0	380
ENSG00000225520	0	0	0	0	0	28	192
ENSG00000225521	10	0	12	0	0	0	559
ENSG00000225522	0	0	0	0	0	0	532
ENSG00000225523	0	0	0	0	0	0	409
ENSG00000225526	10	12	60	149	90	23	1829
ENSG00000225527	2	3	3	6	3	16	413
ENSG00000225528	0	0	0	1	0	2	1287
ENSG00000225529	0	0	0	0	0	0	532
ENSG00000225530	0	0	0	0	0	0	2065
ENSG00000225531	0	0	9	0	0	6	729
ENSG00000225532	2	0	0	3	0	0	439
ENSG00000225533	8	0	0	0	0	0	565
ENSG00000225535	0	0	4	0	0	0	1830
ENSG00000225536	0	14	6	0	7	2	1624
ENSG00000225537	0	0	0	0	0	0	542
ENSG00000225538	0	0	0	0	0	0	939
ENSG00000225539	0	0	0	0	0	0	1532
ENSG00000225541	0	0	0	0	0	0	1282
ENSG00000225542	0	0	0	0	0	0	705
ENSG00000225544	6	2	8	4	0	0	392
ENSG00000225545	0	0	0	0	0	0	130
ENSG00000225546	2	1	0	0	0	0	1994
ENSG00000225548	202	117	1	0	0	139	935
ENSG00000225549	0	0	0	0	0	0	1179
ENSG00000225551	0	0	0	0	0	0	132
ENSG00000225552	0	0	0	0	0	0	804
ENSG00000225554	0	0	0	0	0	0	668
ENSG00000225555	0	0	0	0	0	0	471
ENSG00000225556	0	0	13	86	109	5	1757
ENSG00000225557	0	0	0	0	0	0	688
ENSG00000225558	0	1	0	0	0	0	445
ENSG00000225559	1	7	0	0	0	0	457
ENSG00000225560	0	0	0	0	0	0	2559
ENSG00000225561	0	0	0	0	0	0	390
ENSG00000225563	0	0	0	0	0	0	345
ENSG00000225564	2	0	0	0	0	0	4421
ENSG00000225568	0	0	2	0	4	10	826
ENSG00000225569	0	0	0	0	0	0	1548
ENSG00000225570	0	0	1	0	0	0	985
ENSG00000225572	0	0	0	1	0	0	2494
ENSG00000225573	2	15	31	12	6	98	370
ENSG00000225574	0	0	0	0	0	0	948
ENSG00000225578	0	5	13	13	15	23	562
ENSG00000225579	0	0	0	0	0	0	601
ENSG00000225580	0	13	2	12	2	35	1178
ENSG00000225581	0	0	0	0	1	0	1544
ENSG00000225582	0	0	0	0	0	0	350
ENSG00000225583	0	0	0	0	0	0	328
ENSG00000225585	0	0	0	0	0	0	768
ENSG00000225588	0	0	0	0	0	0	1305
ENSG00000225591	0	0	0	0	0	0	255
ENSG00000225594	0	0	0	0	0	0	471
ENSG00000225595	15	1	1	0	0	0	3098
ENSG00000225597	0	0	0	0	0	0	637
ENSG00000225598	0	0	0	0	0	0	580
ENSG00000225602	0	0	0	0	0	0	763
ENSG00000225603	0	1	5	0	0	6	1665
ENSG00000225605	4	3	0	0	0	0	369
ENSG00000225606	0	0	0	0	0	0	911
ENSG00000225609	0	0	0	0	0	0	1279
ENSG00000225610	0	0	0	0	0	0	781
ENSG00000225611	9	0	0	0	0	0	897
ENSG00000225612	0	0	0	0	0	0	456
ENSG00000225613	0	0	0	0	0	0	462
ENSG00000225614	92	167	2235	2	0	0	13287
ENSG00000225615	0	0	0	0	0	0	324
ENSG00000225616	0	6	14	1	1	18	331
ENSG00000225619	0	0	0	0	0	0	3244
ENSG00000225620	0	0	0	0	0	0	365
ENSG00000225622	0	0	0	0	0	0	471
ENSG00000225623	0	0	0	0	0	0	514
ENSG00000225624	0	0	0	0	0	0	1026
ENSG00000225625	0	0	0	0	0	0	267
ENSG00000225626	0	0	0	0	0	0	1472
ENSG00000225630	58	171	573	195	191	308	1044
ENSG00000225632	0	0	0	0	0	0	1111
ENSG00000225636	1	0	0	0	0	0	1026
ENSG00000225637	0	0	0	0	0	0	2816
ENSG00000225638	0	0	0	0	0	0	2175
ENSG00000225639	0	0	0	0	0	0	725
ENSG00000225640	0	0	0	0	0	0	358
ENSG00000225642	0	1	0	5	0	0	278
ENSG00000225643	5	9	27	0	0	1	483
ENSG00000225644	0	2	1	1	0	0	102
ENSG00000225646	0	0	1	0	0	0	90
ENSG00000225647	0	0	0	0	0	0	665
ENSG00000225648	727	812	611	1184	1944	529	1868
ENSG00000225649	0	0	1	0	0	0	2846
ENSG00000225650	0	0	0	0	0	0	968
ENSG00000225652	0	0	0	0	0	0	701
ENSG00000225653	0	0	0	0	0	0	1550
ENSG00000225655	0	0	0	0	0	0	868
ENSG00000225656	0	0	0	2	0	0	311
ENSG00000225657	0	0	0	0	0	0	996
ENSG00000225658	0	0	5	0	0	0	286
ENSG00000225660	0	0	0	0	0	0	135
ENSG00000225661	0	0	0	0	0	0	730
ENSG00000225662	0	0	0	0	0	0	610
ENSG00000225663	353	288	227	101	282	37	3676
ENSG00000225664	0	0	0	0	0	0	731
ENSG00000225665	0	0	0	0	0	0	592
ENSG00000225667	85	9	29	0	0	0	354
ENSG00000225669	0	0	0	0	0	0	451
ENSG00000225670	0	0	0	0	0	0	3548
ENSG00000225671	0	0	0	0	0	0	595
ENSG00000225672	0	0	0	0	0	0	1315
ENSG00000225673	0	0	0	0	0	0	590
ENSG00000225674	14	8	1	2	8	20	1750
ENSG00000225675	4	0	8	12	1	1	567
ENSG00000225676	0	0	0	0	0	1	298
ENSG00000225678	11	2	0	0	0	3	1000
ENSG00000225679	0	0	0	0	0	0	308
ENSG00000225680	0	0	0	0	7	0	726
ENSG00000225681	0	0	0	0	0	0	344
ENSG00000225683	0	0	0	0	0	0	1131
ENSG00000225684	0	0	0	20	40	63	7407
ENSG00000225685	0	0	0	0	0	0	973
ENSG00000225689	0	0	0	0	0	0	481
ENSG00000225690	0	0	0	0	0	0	576
ENSG00000225693	28	5	5	6	0	0	484
ENSG00000225695	2	4	3	4	6	0	963
ENSG00000225697	1675	2089	2913	1143	1325	1206	6373
ENSG00000225698	0	0	0	0	0	0	437
ENSG00000225701	0	0	0	0	0	0	230
ENSG00000225703	0	0	7	0	0	0	453
ENSG00000225704	0	0	0	0	0	0	232
ENSG00000225705	0	0	0	0	0	0	1714
ENSG00000225706	12	6	0	0	0	0	2494
ENSG00000225708	0	0	0	0	0	0	1024
ENSG00000225710	0	0	0	0	0	0	882
ENSG00000225711	0	0	0	0	0	0	721
ENSG00000225712	0	0	0	0	0	0	426
ENSG00000225713	0	0	0	0	0	0	339
ENSG00000225715	0	0	0	0	0	0	778
ENSG00000225716	0	0	0	0	0	0	329
ENSG00000225718	0	0	0	0	0	0	1530
ENSG00000225719	0	0	0	0	0	0	860
ENSG00000225720	0	0	2	0	0	95	640
ENSG00000225721	4	7	17	11	1	1	765
ENSG00000225722	0	0	0	0	0	0	474
ENSG00000225723	0	0	0	0	0	0	521
ENSG00000225724	0	0	0	4	0	1	1642
ENSG00000225725	0	0	0	0	0	0	2841
ENSG00000225726	0	0	8	0	0	0	487
ENSG00000225727	0	0	0	0	0	0	399
ENSG00000225728	0	0	0	0	0	1	380
ENSG00000225730	0	0	0	0	0	0	781
ENSG00000225731	0	0	1	0	0	0	1754
ENSG00000225733	3927	3503	3839	4984	4394	8095	5131
ENSG00000225735	0	0	0	0	0	0	879
ENSG00000225738	0	0	0	0	0	0	813
ENSG00000225739	2	1	0	0	1	1	732
ENSG00000225740	0	0	0	0	0	0	328
